Longitude,Latitude,Title,TYPE_EXPL,FACILITY_ADDRESS
-121.986280093135,36.9682541809137,Shoreline Middle,School,"855 17th Ave, Santa Cruz"
-121.990684036964,36.9641215267953,Santa Cruz Community Health Center ,Clinic,21507 East Cliff Drive Santa Cruz
-121.984843283676,36.9675110765127,Islamic Center Of Santa Cruz,Church,900 17th Ave
-121.984414159391,36.9680900645795,Central Fire Station 1,Fire Station,930 17th Ave 95062
-121.984246884316,36.9667658877649,Center For Conscious Living,Church,"1818 Felt St, Santa Cruz 95062"
-121.984694204851,36.9652755404702,Del Mar Elementary,School,"1959 Merrill St, Santa Cruz"
-121.983531231801,36.965093395131,Cypress Charter High,School,"2039 Merrill St, Santa Cruz"
-121.980033358281,36.96483557412,Driftwood Convalescent Hospital,Rest-Nursing-Group Home,675 24th Ave Santa Cruz Ca  95062
-121.980504890622,36.9627507039527,Live Oak Library,Library,"2380 Portola Dr, Santa Cruz"
-121.976173119129,36.9631819184554,Pleasure Point Community Church,Church,"761 26th Ave, Santa Cruz 95062"
-121.976843421878,36.9625175186564,Camp Santa Cruz,Camp/Recreation,631 26th Ave 95062
-121.975289979904,36.9606916029243,DPW Lode Street Facility,County Owned Building,2750 Lode St 95062
-121.978121492976,36.9827664811762,Valley Haven,Rest-Nursing-Group Home,2266 Chanticleer Ave  S.C. 95062
-121.977674483984,36.9835766065087,Sheriff's Headquarters (Operations/Patrol),County Owned Building,5400 Soquel Ave 95060
-121.978662629046,36.9845108841275,Santa Cruz County Emergency Ops Center,EOC,5200 Soquel Av.
-121.978494398345,36.9844502916687,Sheriff's Department Headquarters,County Owned Building,5200 Soquel Av.
-121.978488726642,36.9836499904188,Sheriff's Headquarters (Forensics/Coroner),County Owned Building,2400 Chanticleer Ave 95060
-121.979743927891,36.9813594808934,Liberty Baptist Church,Church,"2155 Chanticleer Ave, Santa Cruz 95062"
-121.981770317617,36.9785624530995,Live Oak Grange #503,Camp/Recreation,1900 17th Ave
-121.981428704035,36.9793771607733,Harbor Light Church,Church,"2008 17th Ave, Santa Cruz 95062"
-121.981749261669,36.9761547888493,Live Oak Senior Center,Camp/Recreation,1777 Capitola Rd 95062
-121.981541647029,36.9761015990036,Rotacare Clinic ,Clinic,1777 CAPITOLA RD Santa Cruz 95062
-121.979653062354,36.9759998255024,Freedom House Church,Church,2245 Capitola Ave SC 95062
-121.981974830242,36.9750863501805,Live Oak Elementary,School,"1916 Capitola Rd, Santa Cruz"
-121.983453085694,36.9724968028413,Chateau Retirement Home,Rest-Nursing-Group Home,1340 17th Ave Santa Cruz Ca  95062
-121.982365533222,36.9703866944382,Maple House II,Rest-Nursing-Group Home,2000 Brommer St Santa Cruz Ca  95062
-121.977412714685,36.9684244791634,Flor's,Rest-Nursing-Group Home,1106 Darlene Dr Santa Cruz Ca  95062
-121.976380442916,36.968780470617,DPW Brommer Yard,County Owned Building,2700 Brommer 95062
-121.952696561733,36.9926740688392,Main Street Elementary,School,"3400 North Main St, Soquel"
-121.959249696608,36.9880859894148,Santa Cruz Hope Church,Church,"4525 Soquel Dr, Soquel 95062"
-121.957716235015,36.9888370529756,Christian Science Reading Room,Church,"3021 Porter St,  Soquel 95062"
-121.956943983689,36.989117862357,Porter Memorial Library,County Owned Building,3050 Porter St 95073
-121.956949938591,36.9886513823718,Central Fire Station 3,Fire Station,4747 Soquel Dr 95073
-121.95362994423,36.9890489864364,Congregational Church Soquel,Church,4951 Soquel Dr. Soquel 95062
-121.952475725226,36.9907652641888,Christian Science Church,Church,"3200 Center St, Soquel 95062"
-121.956473481461,36.9882325150573,Tara Redwood School,School,"4746 Soquel Avenue, Soquel"
-121.956400716701,36.9861078512958,Soquel Elementary,School,"2700 Porter St, Soquel"
-121.957701224288,36.9851189419546,Seventh Day Adventist,Church,"2501 Porter St, Soquel 95062"
-121.95956293492,36.9917837100014,Soquel High,School,"401 Old San Jose Rd, Soquel"
-121.970198558904,36.9823798544712,Chabad By The Sea,Church,2325 S. Rodeo Gulch Rd
-121.973907814996,36.9696303520101,Coast Chapel,Church,"1275 30th Ave, Santa Cruz 95062"
-121.957874300149,36.9775393111764,Pacific Coast Manor,Rest-Nursing-Group Home,1935 Wharf Rd Capitola Ca  95010
-121.957989665826,36.9684571297687,Opal Cliffs Home,Rest-Nursing-Group Home,4795 Opal Cliff Dr Capitola Ca  95010
-121.959437273753,36.974028964395,Calvary Chapel Capitola,Church,"4575 Capitola Rd, Capitola 95010"
-121.963944860473,36.9755664133662,Dignity Health Medical Clinic,Clinic,"1820 41st Ave #D, Capitola"
-121.965324911207,36.9812883922359,Capitola Surgery Center ,Clinic,2265 41st Ave Captiola 95010
-121.967647383528,36.9787906043269,Satellite Healthcare (Dialysis Center) ,Clinic,3801 Clares Street Captilola 95010
-121.966553685073,36.9792980233927,America's Job Center,County Owned Building,2045 40th Ave Ste B
-121.966397933156,36.979305293184,Dominican Home Health ,Clinic,2045 40th Ave Ste A
-121.95803809832,36.9786673584515,Capitola Library,Library,"2005 Wharf Rd, Capitola"
-121.959687279278,36.9700369347677,Capitola Community Center,Camp/Recreation,4400 Jade St 95010
-121.959020628926,36.9698933707128,Opal Cliffs,School,"4510 Jade Street, Capitola"
-121.953023746313,36.9767774080325,Dignity Health Medical Clinic ,Clinic,"528 Capitola Ave, Capitola"
-121.953552488523,36.9741160629195,Central Fire Station 4,Fire Station,405 Capitola Ave 95010
-121.953494908502,36.9748097854229,Capitola Police Department,Police Station,410 Capitola Avenue
-121.955404861309,36.9823027445935,Heartland Hospice ,Clinic,824 Bay Ave #40 Capitola 95010
-121.943855768479,36.9827733011576,Shorelife Community Church,Church,"875 Monterey Ave, Capitola 95010"
-121.948857382356,36.9790209064485,St Josepth's Catholic Community,Church,"435 Monterey Ave, Capitola 95010"
-121.947309546761,36.9783197103259,New Brighton Middle School Gym,School,"250 Washburn Ave, Capitola"
-121.947283591929,36.9782056758532,New Brighton Middle School Cafeteria,School,"250 Washburn Ave, Capitola"
-121.946453941721,36.9800426187777,Soquel Union Elementary,School,620 Monterey Av
-121.947010516007,36.9795014233857,Soquel Unified Transport & Maintenance Yard,School,620 Monterey Av
-121.929712762065,36.9912730446993,Temple Beth-el Jewish Community,Church,"3055 Porter Gulch Rd, Aptos 95003"
-121.941932536432,36.9865771132255,Inner Light Ministries,Church,5630 Soquel Dr. Soquel 95062
-121.937592211583,36.985071716095,Santa Cruz Montessori,School,"2446 Cabrillo College Dr, Soquel"
-121.938947207363,36.9847370275039,Mt Calvary Lutheran,Church,"2402 Cabrillo College Dr, Soquel 95062"
-121.932090785707,36.9894990222511,Santa Cruz Montessori,School,"6230 Soquel Dr, Aptos"
-121.928839143465,36.9856075684779,Twin Lakes Church,Church,"2701 Cabrillo College Dr, Aptos"
-121.92887470028,36.9848696916823,Twin Lakes Christian,School,"2701 Cabrillo College Dr, Aptos"
-121.926689476141,36.9899190674269,Oasis High School at Cabrillo Aptos,School,6500 Soquel Drive Building 350 #358
-121.92252954627,36.9910520903772,Cabrillo College Horticulture Center,School,6500 Soquel Dr Bldg 5000
-121.924369567027,36.9886643145061,Cabrillo College Cafeteria,School,6500 Soquel Dr. Bldg 900
-121.935916117008,36.9901492015447,Kingdom Hall of Johovah's Witnesses,Church,"3125 Park Ave, Soquel 95062"
-121.92226807368,36.9887078742712,Cabrillo College Health Center,Clinic,6500 Soquel Dr. Bldg
-121.911084133829,36.9847632659282,Seaview Guest Home #2,Rest-Nursing-Group Home,7364 Mesa Dr Aptos Ca  95003
-121.908797383533,36.9810042611617,Aptos Public Library,Library,"7695 Soquel Drive, Aptos"
-121.907909879598,36.9804892711793,First Baptist Church Of Aptos,Church,"7565 Sunset Way, Aptos 95003"
-121.925598505513,36.9850138953567,Delta Charter,School,"6500 Soquel Dr, Aptos"
-121.924574532274,36.9877774308754,Cabrillo College Gymnasium,School,6500 Soquel Dr. Bldg 1100
-121.919010084969,36.9858720522763,Aptos La Selva Fire Station 1,Fire Station,6934 Soquel Dr 95003
-121.919233796141,36.9847724652106,Mar Vista Elementary,School,"6860 Soquel Dr, Aptos"
-121.903886935006,36.978363835438,Aptos Village Park Hall,Camp/Recreation,100 Aptos Creek Rd 95003
-121.909453676214,36.9803354068986,Resurrection Catholic Church,Church,7600 Soquel Dr. Aptos 95003
-121.921070763822,36.9869762456425,Doctors On Duty,Clinic,6800 Soquel Dr. Aptos
-121.911463359726,36.9859197972122,Seaview Guest Home #1,Rest-Nursing-Group Home,7321 Mesa Dr Aptos Ca  95003
-121.91206695881,36.9823115129743,Aegis Assisted Living,Rest-Nursing-Group Home,125 Heather Te #100 Aptos Ca  95003
-121.89653267845,36.9959804724458,Web of Life Field School,School,"220 Cloister Ln, Aptos 95003"
-121.944091220748,36.9986484675755,Soquel Leisure Villa,Rest-Nursing-Group Home,4101 Fairway Dr Soquel Ca  95073
-121.899661624557,36.9783847088431,Sheriff Aptos Station Service Center,Sheriff Sub Station,171 Aptos Village Way 95003
-121.898184290881,36.9769746896134,Calvery Chapel Of Aptos,Church,"8065 Valencia St, Aptos 95003"
-121.894787780629,36.9770481686255,Valencia Elementary,School,"250 Aptos School Rd, Aptos"
-121.884260233613,36.9961094136449,Orchard School,School,"2288 Trout Gulch Rd, Aptos"
-121.881688864987,36.9777411341136,Aptos Junior High,School,"1001 Huntington Dr, Apton"
-121.874953051427,36.974351272549,St Andrews  Presbyterian Church,Church,"9850 Monroe Ave, Aptos 95003"
-121.869963819176,36.977920760177,New Hope Community Church,Church,7200 Freedom Blvd. 95003
-121.861639126076,36.9847847372129,Unitarian Universalist Fellowship,Church,"6401 Freedom Blvd, Aptos 95003"
-121.860756436346,36.9778642821383,Aptos High,School,"100 Mariner Way, Aptos"
-121.870193694761,36.9700713962948,Christ Lutheran Church Of Aptos,Church,10707 Soquel Dr 95073
-121.90915664653,36.9761801068616,Coastlands Church,Church,280 State Park Dr. Aptos 95003
-121.887235796316,36.9734968406163,Aptos La Selva Fire Station 2,Fire Station,300 Bonita Dr 95003
-121.86446154399,36.958065078285,St. Abraham's Classical Christian Academy,School,"1940 Bonita Dr, Aptos"
-121.863247777705,36.9374760544412,Aptos La Selva Fire Station 3,Fire Station,312 Estrella Ave 95003
-121.863067231443,36.9377543742677,La Selva Beach Library,Library,"316 Estrella Ave, La Selva Beach"
-121.863011039952,36.938300633069,La Selva Beach Community Church,Church,"26 Florido Ave, La Selva Beach 95076"
-121.85016067669,36.9478574136118,Wesley House II,Rest-Nursing-Group Home,121 La Selva Dr La Selva Bch Ca  95076
-121.850356911594,36.9479809159194,Wesley House III,Rest-Nursing-Group Home,123 La Selva Dr La Selva Bch Ca  95076
-121.846797568854,36.9264964826011,Renaissance High Continuation,School,"11 Spring Valley Rd, Watsonville"
-121.838023347257,36.9087579895338,Monterey Bay Academy,School,"783 San Andreas Rd, La Selva Beach"
-121.781906756,36.9401010015202,Landmark Missionary Baptist Church,Church,"2151 Freedom Blvd, Freedom 95019"
-121.77206046345,36.9385417198602,Santa Cruz County Career Advancement Charter,School,229 Green Valley Road
-121.77173705982,36.9382812395823,Sequoia Schools,School,229 Green Valley Road
-121.770903835924,36.9389702889534,Central Coast Endoscopy Center,Clinic,243 GREEN VALLEY RD Freedom 95019
-121.792816232335,36.9441320617284,Calabasas Elementary,School,"202 Calabasas Rd, Watsonville"
-121.800547756726,36.9571428323531,DeWitt Anderson School,School,2716 Freedom Blvd
-121.772774674564,36.9604565826262,Pinto Lake Park Hall,Camp/Recreation,757 Green Valley Rd 95076
-121.768857445479,36.9455882722085,Amesti Elementary,School,"25 Amesti Rd, Watsonville"
-121.753884129405,36.9449841025289,Wilson Yard Facility,County Owned Building,198 Grimmer Rd 95076
-121.754173933988,36.9459730852904,PVUSD Transportation Yard,School,"196 Grimmer, Watsonville"
-121.763690798059,36.9613545160524,Church Of Nazerene,Church,"710 Green Valley Rd, Watsonville 95076"
-121.763954599349,36.9570247959082,Rillera's Guest Home,Rest-Nursing-Group Home,40 Fletcher Ct Watsonville Ca  95076
-121.742401476542,36.9400723438725,Our Lady Help Of Christian Valley,Church,"2401 East Lake Ave, Watsonville 95076"
-121.742401476542,36.9400723438725,Our Lady Help Of Christian Valley,Church,"2401 East Lake Ave, Watsonville 95076"
-121.736543147596,36.9516936750087,JJ Crosetti Hall,Camp/Recreation,2601 E Lake Ave 95076
-121.736269742508,36.9511312416201,Harvest Building,Camp/Recreation,2601 E Lake Ave 95076
-121.735385635718,36.9509109464859,Fine Arts Building,Camp/Recreation,2601 E Lake Ave 95076
-121.731257070812,36.9528449451657,Santa Cruz County Fairgrounds Grange Hall,Camp/Recreation,2601 E Lake Ave 95076
-121.741499308256,36.9383735360088,Lakeview Middle,School,"2350 E. Lake Ave, Watsonville"
-121.73977063329,36.9403940279358,St. Francis High Salesian College Prep,School,"2400 East Lake Ave, Watsonville"
-121.764571619377,36.9652691327435,Sheriff South County Service Center,Sheriff Sub Station,790 Green Valley Road 95076
-121.7315953302,36.9605045601172,Alianza Charter,School,"115 Casserly Rd, Watsonville"
-121.73351109496,36.9593838512415,Watsonville Charter School of the Arts,School,"75 Whiting Rd, Watsonville"
-121.810062642941,36.9181618265484,Buena Vista Landfill,County Owned Building,1231 Buena Vista Dr
-121.817619727581,36.8665554836505,CalFire Station 42 Pajaro Dunes,Fire Station,50 Rio Boca Rd
-121.810515667295,36.913930064156,Rountree Detention Facility,County Owned Building,90 Rountree Ln 95076
-121.876797760906,36.9599428361413,Rio del Mar Elementary,School,"819 Pinehurst Dr, Aptos"
-121.87440475109,36.9584514160105,Aptos Community United Methodist Church,Church,221 Thunderbird Dr. Aptos 95003
-122.273339116047,37.0901588968633,Big Creek Lumber / Davenport,Camp/Recreation,3564 Hwy 1
-122.219184444067,37.0524208694047,CalFire Station 33 Big Creek,Fire Station,240 Swanton Rd 95017
-122.196027103579,37.0121491501059,CalFire Station 37 Davenport Volunteer,Fire Station,75 Marine View Ave 95060
-122.196104415786,37.0119964297543,Sheriff North Coast Service Center,Sheriff Sub Station,75 Marine View Ave 95017
-122.194324683388,37.0119778512104,Pacific Elementary,School,"50 Ocean St, Davenport"
-122.192929321157,37.0124367609025,Davenport Resource Center,County Owned Building,150 Church St Davenport 95060
-122.018224964327,36.9928582774927,County Offices,County Owned Building,1400 Emeline Ave 95060
-122.04236850229,37.0073043477223,CalFire Station 38 Paradise Park,Fire Station,211 Keystone Wy
-122.047304738533,37.0424607439417,Juvenile Hall Clinic,Clinic,"3650 Graham Hill Road, Felton"
-122.048296837508,37.0440658461786,Juvenile Hall,County Owned Building,3650 Graham Hill Rd 95018
-122.073108279123,37.0067667841688,Santa Cruz Waldorf School,School,"2190 Empire Grade, Santa Cruz"
-122.139028135707,37.0511649660501,CalFire Station 32 Martin Volunteer,Fire Station,975 Martin Rd 95060
-122.073445825038,37.0514773772241,Dignity Health Medical Group,Clinic,"6215 Highway 9, Felton"
-122.073691943255,37.0511265305409,Felton Community Hall,Camp/Recreation,6191 Hwy 9
-122.073874940286,37.0509635394081,Felton Fire Station,Fire Station,131 Kirby St 95018
-122.074335741612,37.0529331338504,Felton Library,Library,"6299 Gushee St, Felton"
-122.072823556398,37.0510170907341,St Lawrence Orthodox Church,Church,"6192 Highway 9, Felton 95018"
-122.072433601927,37.0510506591989,St Lawrence Academy,School,"6180-a Hwy 9, Felton"
-122.073788032505,37.0487661491487,CalFire Station 39 CZU HQ,Fire Station,6059 Hwy 9 95018
-122.073793599128,37.0488153985364,CZU Emergency Command Center,EOC,6059 Hwy 9 95018
-122.073777949547,37.0474158553833,St Johns Church,Church,120 Russell Ave  9 Felton 95018
-122.072743291783,37.0492113032094,Felton Presbyterian Church,Church,"6090 Highway 9, Felton 95018"
-122.066403341767,37.0504028588342,Sheriff San Lorenzo Valley Service Center,Sheriff Sub Station,6062 Graham Hill Road 95018
-122.066157816966,37.0494536361655,Felton Bible Church,Church,5999 Graham Hill Rd
-122.075817645664,37.0447731343482,Kingdom Hall Johovah's Witness,Church,"5761 Valley Dr, Felton 95018"
-122.023071917769,37.0276465139047,Moose Lodge # 545,Camp/Recreation,2470 El Rancho 95067
-122.030552503354,37.0165655683212,Brook Knoll Elementary,School,"151 Brook Knoll Dr, Scotts Valley"
-122.037098377174,37.0624520783945,Fasting Prayer Chapel,Church,"997 Lockhart Gulch Rd, Scotts Valley 9"
-122.08726378718,37.0708475397756,Mt Cross Ministries Lutheran Camp,Church,7795 Hwy 9 95005
-122.080044151233,37.0655832275167,Trinity Bible Church,Church,"7301 Highway 9, Felton 95018"
-122.056633401368,37.0672324726338,Zayante Fire Station 1,Fire Station,7700 E Zayante Rd 95018
-122.081770535181,37.063454039141,San Lorenzo Valley Elementary,School,"7155 Hwy 9, Felton"
-122.08176240175,37.0640278304107,San Lorenzo Valley Middle,School,"7179 Hacienda Wy, Felton"
-122.083032429067,37.0624268495063,San Lorenzo Valley High,School,"7105 Hwy 9, Felton"
-122.082144676882,37.0606379172464,Ludlow Preschool,School,7101 Highway 9
-122.084257100413,37.0615625698498,San Lorenzo Valley Charter,School,"7101 Hwy 9, Felton"
-122.079525631946,37.0590441390612,Redwood Christian Center,Church,"6869 Highway 9, Felton 95018"
-122.081705461709,37.0808259003151,Highlands Park Hall,County Owned Building,8500 Hwy 9 95005
-122.062778441617,37.0857198131049,Quail Hollow Ranch,Camp/Recreation,800 Quail Hollow Rd 95018
-122.051673360831,37.1033579356902,Zayante Fire Station 2,Fire Station,"7700 E Zayante Rd, Felton, CA 95018"
-122.079218022509,37.0911481116908,Ben Lomond Transfer Station,County Owned Building,9835 Newell Creek Rd 95005
-122.088510322092,37.0909300188594,Church Of Jesus Christ LDS,Church,9545 Love Creek Rd
-122.088625805888,37.089556523732,Ben Lomond Fire Station 1,Fire Station,9430 Hwy 9 95005
-122.088251570499,37.0889878242496,Valley Churches United Missions,Church,9400 Hwy 9
-122.087096483966,37.0886363917185,St Andrews Episcopal Church,Church,"101 Riverside Ave, Ben Lomond 95005"
-122.074255751521,37.08474887385,Ponderosa High School,School,305 Marion Ave
-122.074405128412,37.0844326253603,San Lorenzo Valley Unified District Office,School,325 Marion Av
-122.095727629815,37.0930105212927,Saints Peter & Paul Orthodox Church,Church,"9980 Highway 9, Ben Lomond 95005"
-122.144141454485,37.0806400184727,Bosch Baha'i Faith,Church,"500 Comstock Lane, Santa Cruz 95060"
-122.145187941392,37.0651485449424,Presbyterian Church Of Bonny Doon,Church,"7065 Bonny Doon Rd, Santa Cruz 95060"
-122.122383740697,37.057515796445,CalFire Station 34 McDermitt Volunteer,Fire Station,7276 Empire Grade 95060
-122.122538091636,37.0577815661416,CalFire Station 31 Fall Creek,Fire Station,7272 Empire Grade 95060
-122.171542293155,37.1289262567096,CalFire Camp 80 Ben Lomond,Fire Station,13575 Empire Grade 95060
-122.122024522078,37.1255565271691,Sheriff Boulder Creek Service Center,Sheriff Sub Station,13210 Central Ave 95006
-122.122056807423,37.1258221340397,Boulder Creek Fire Station 1,Fire Station,13230 Central Ave 95006
-122.121528245704,37.1239451752523,Boulder Creek Community Church,Church,13090 Highway 9 # E Boulder Creek 9506
-122.124263808675,37.1222959929473,Boulder Creek Elementary,School,"400 Lomond St, Boulder Creek"
-122.122510857783,37.1221449668301,St. Micheals Church,Church,"13005 Pine St, Boulder Creek 95060"
-122.121901473002,37.1209677198141,Boulder Creek United Methodist Church,Church,"12855 Boulder St, Boulder Creek 95060"
-122.123780383147,37.1276685171255,Boulder Creek Library,Library,13390 W Park St 95006
-122.158312438779,37.1458917279628,CalFire Station 23 Jamison Creek,Fire Station,16115 Jamison Creek Rd 95006
-122.135085223504,37.1684881626827,Redwood Elementary,School,"16900 N. Hwy 9, Boulder Creek"
-122.132196146087,37.2608066777539,CalFire Station 21 Saratoga Summit,Fire Station,12900 Skyline Blvd 95030
-122.067763621428,37.2049902980731,CalFire Station 29 Las Cumbres Volunteer,Fire Station,18271 Las Cumbres 95030
-122.019988923003,37.1476312201705,Zayante Fire Station 3,Fire Station,15585 Upper Zayante
-122.009013075904,37.0820049155175,Redwood Glen Camp And Conference Center,Camp/Recreation,3100 Bean Creek Rd
-121.944270244474,37.1253849195955,Loma Prieta Community Center,Camp/Recreation,23800 Summit Road 95033
-121.944772289248,37.1260636541453,C. T. English Middle,School,"23800 Summit Rd, Los Gatos"
-121.94298314763,37.1253486847485,Loma Prieta Elementary,School,"23800 Summit Rd, Los Gatos"
-121.936392824715,37.1236449437394,Mountain Bible Church of Loma Prieta,Church,23946 Summit Rd
-121.974721433547,37.1420853670344,CalFire Station 36 Loma Prieta Volunteer,Fire Station,"17445 Old Summit Rd, Los Gatos"
-121.906215435563,37.1078489123452,CalFire Station 47 Burrell,Fire Station,"25050 Highland Wy, Los Gatos, CA 95030"
-121.963029473429,37.0718396292434,Branciforte Fire Station 2,Fire Station,310 Rider Ridge Rd 95065
-121.991345345292,37.024678080393,Happy Valley Elementary,School,"3125 Branciforte Dr, Santa Cruz"
-121.99385028126,37.0189746282676,Branciforte Fire Station 1,Fire Station,2711 Branciforte Dr 95065
-121.998807400661,37.0139598246733,Happy Valley Conference Center,Church,"2159 Branciforte Dr, Santa Cruz 95065"
-121.952878312741,37.0150180962963,Seventh Day Adventist Camp,Camp/Recreation,"1931 Soquel San Jose Rd, Soquel 95062"
-121.977510002601,37.0035925696548,Santa Cruz Gardens Elementary,School,"8005 Winkle Ave, Santa Cruz"
-121.948913913389,37.0257937187445,Mountain Elementary,School,"3042 Old San Jose Rd, Soquel"
-121.9370263124,37.0468035913278,CalFire Station 43 Soquel,Fire Station,4750 Soquel San Jose Rd 95073
-121.931191728494,37.0127890993755,Land Of Medicine Buddha,Church,"5800 Prescott Rd, Soquel 95062"
-121.934264672891,37.0133991125138,Tara Redwood School,School,"5810 Prescott Rd, Soquel"
-121.866621689089,36.9965542107758,Valencia Park Hall,Camp/Recreation,2555 Valencia Rd 95003
-121.742416996758,37.0286979368714,Mount Madonna School,School,"491 Summit Rd, Watsonville"
-121.808604377703,37.0071838737115,De Un Amor,Rest-Nursing-Group Home,460 Eureka Canyon Rd Watsonville 95076
-121.804074554657,36.989297338889,Corralitos Community Center,Camp/Recreation,30 Browns Valley Rd
-121.804912754696,36.9892608563104,Corralitos Woman's Club,Camp/Recreation,33 Brown's Valley Rd
-121.805123193155,36.9908209733558,CalFire Station 49 Corralitos,Fire Station,120 Eureka Canyon 95076
-121.804727975773,36.9881505292932,Corralitos Community Church,Church,26 Browns Valley Rd 95076
-121.8185119438,37.002965579983,Salesian Elementary and Jr. High,School,"605 Enos Ln, Corralitos"
-121.809278642627,36.9873139280692,Corralitos Grange,Camp/Recreation,165 Little Corral Way Wats 95076
-121.807864615045,36.9760340399609,Bradley Elementary,School,"321 Corralitos Rd, Watsonville"
-121.807289161469,36.9862827090237,Holy Eucharist Catholic Community,Church,"527 Corralitos Rd, Watsonville 95076"
-121.741995117409,36.9743123752196,CalFire Station 45 Pajaro Valley,Fire Station,562 Casserly Rd 95076
-121.766519121437,36.9827732686583,Monte Vista Christian,School,"2 School Way, Watsonville"
-121.723348402465,36.8653046440157,Hall District Elementary,School,300 Sill Road
-121.749416917135,36.8993776585062,Pajaro Middle,School,250 Salinas Road
-121.761772939632,36.8692093618759,Ohlone Elementary,School,21 Bay Farms Road
-121.753944774929,36.9086938376715,Watsonville Police Department,Police Station,215 Union Street
-121.988282288297,36.9838294792893,Live Oak School District Transport Shop,School,"966 Bostwick Ln, Santa Cruz"
-122.075028363509,37.0493321907854,DPW Felton Yard,County Owned Building,201 Hihn St
-121.760981524804,36.9199985539576,AMR - Freedom,AMR,939 Freedom Bl
-121.965617207814,36.9707519971334,AMR - Capitola,AMR,3914 Alameda Av
-122.12171981,37.1263443024754,AMR - Boulder Creek,AMR,13330 Middleton Av
-122.027290901457,36.9762742961982,AMR - Santa Cruz,AMR,1543 Pacific Av
-121.94724506362,36.9788505416491,New Brighton Middle,School,"250 Washburn Ave, Capitola"
-121.924915979397,36.9890575739975,Cabrillo College,School,6500 Soquel Dr.
-121.735953159886,36.9515177377712,Santa Cruz County Fairgrounds,Camp/Recreation,2601 E Lake Ave 95076
-122.148433607465,37.0609422715026,Bonny Doon Elementary,School,"1492 Pine Flat, Santa Cruz"